"year","grid_pt","last_snow","snowmelt","snowmelt_est","Estimate","Est.Error","Q2.5","Q97.5"
"1993","45",200,NA,214.766855046823,214.766855046823,0.606335370178041,172.583089053728,257.479341255115
"1993","46",182,200,191,201.937790096936,0.604023542343064,159.677176411833,244.500767496751
"1993","47",149,173,161,176.967899841057,0.599923667617621,134.821892263059,219.056317979752
"1993","48",127,149,138,158.182601236674,0.604995383224728,115.863956999781,200.759548685153
"1993","49",127,149,138,163.835831137064,0.604938549835731,121.112948077634,206.237597723614
"1993","50",127,149,140.561201720677,140.561201720677,0.606347216009652,98.0571535795093,183.252054775848
"1993","51",182,200,189.584965055361,189.584965055361,0.602306483421163,146.960937695038,231.83992881598
"1993","52",182,200,183.204322524981,183.204322524981,0.606584154470984,140.610971116474,225.529401072021
"1993","53",200,NA,209.362165724145,209.362165724145,0.605976398729556,166.609776876081,252.110544874538
"1993","54",200,NA,213.465752801448,213.465752801448,0.610574896827445,170.458635788065,256.532341288082
"1993","55",200,NA,227.329705539924,227.329705539924,0.610072460373613,184.858029331245,270.522722625178
"1993","56",200,NA,226.172508709425,226.172508709425,0.60704101285582,183.14637911258,268.908756539264
"1993","57",149,173,172.241381488164,172.241381488164,0.599892955953866,130.064835187856,214.548251693509
"1993","58",149,173,169.807227816317,169.807227816317,0.602739512858894,127.492290706323,212.017290308446
"1993","59",127,149,138,154.733771498537,0.600331307108398,112.297021630503,197.065324392866
"1993","60",127,149,138,158.50439324401,0.604641949383337,116.195979869006,201.254832120616
"1993","61",173,182,177.5,172.438483534168,0.604013372283484,129.869684409872,214.862733185426
"1993","62",200,NA,200.317941440379,200.317941440379,0.605431265006265,157.718478275135,242.895818368558
"1993","63",200,NA,210.496158823143,210.496158823143,0.602890691911253,168.02570834186,253.121980658996
"1993","64",182,200,190.735972837227,190.735972837227,0.598969454915937,148.535872328984,232.723295098746
"1993","65",200,NA,228.908173500388,228.908173500388,0.609865049741176,186.069730203643,271.784801172172
"1993","66",200,NA,225.450111725759,225.450111725759,0.607404491792811,182.885411962411,268.326956110843
"1993","67",149,173,171.581754494503,171.581754494503,0.608420054372787,128.619871771002,214.259580812693
"1993","68",149,173,166.079820043614,166.079820043614,0.602503876721085,123.965102564953,208.806407536089
"1993","69",127,149,138,153.643239560263,0.602380162295067,111.402776327105,196.000440351575
