"year","grid_pt","last_snow","snowmelt","snowmelt_est","Estimate","Est.Error","Q2.5","Q97.5"
"2000","21",161,192,176.5,157.233387237977,0.604875279309458,114.42839575423,199.269443170867
"2000","22",161,192,176.5,154.76581274423,0.601046092132909,112.547735300078,197.228484507899
"2000","23",161,192,162.943924169872,162.943924169872,0.604287958732771,120.157238076718,205.173659075196
"2000","24",161,192,162.413333115298,162.413333115298,0.605274696986779,119.824629109628,205.243597495332
"2000","25",151,161,156,143.520077587995,0.602925458178106,101.232984015038,185.906495852147
"2000","26",133,151,142,128.665348104014,0.599895049102399,86.5888476470837,170.386448699572
"2000","27",133,151,133.375174532968,133.375174532968,0.601576341311054,91.3100328010072,175.579416379754
"2000","28",133,151,135.964931634374,135.964931634374,0.606170670713836,93.1843621596409,178.651397250452
"2000","29",55,104,79.5,104.137663383885,0.603863845681425,61.7376470106724,146.373463762153
"2000","30",25,55,40,84.4693536183548,0.598661229352834,42.4214454500683,126.959137408784
"2000","31",161,192,176.5,151.766939786545,0.597954214546827,109.986624973001,193.969048585475
"2000","32",161,192,176.5,154.12678198373,0.606133889868161,111.268490233391,196.420226324323
"2000","33",161,192,161.115929767798,161.115929767798,0.602562429827452,118.776368948787,203.268390977506
"2000","34",161,192,162.382402492223,162.382402492223,0.605613661464421,119.44879039841,204.462297919188
"2000","35",161,192,176.5,160.55889723077,0.602054318564688,118.188656127148,202.96220405643
"2000","36",133,151,142,132.757420431572,0.605172732310921,90.3778611310345,175.480075456825
"2000","37",133,151,133.317329901698,133.317329901698,0.602536021513285,91.061420743396,175.444756144812
"2000","38",151,161,156,140.629296216618,0.599045172434769,98.3760262732525,182.85947893628
"2000","39",133,151,142,108.980930996322,0.604842028031888,66.5684738456066,151.224914392027
"2000","40",25,55,40,85.35118493987,0.600456999300636,43.3171124376294,127.290684617667
"2000","41",161,192,176.5,152.287440133108,0.60229356986925,110.270141751228,194.459922742568
"2000","42",161,192,176.5,155.731044667755,0.598699568006581,113.627594836454,197.774055537255
"2000","43",161,192,165.522079288206,165.522079288206,0.606487230732424,123.000226658603,207.94095522584
"2000","44",161,192,167.374662853674,167.374662853674,0.607664256682278,124.544390929012,210.149332210871
"2000","45",161,192,171.007230936012,171.007230936012,0.60662381046473,128.24247789287,213.389322288538
"2000","46",161,192,176.5,158.35262116551,0.603069835976853,116.146528348029,200.774126033761
"2000","47",133,151,133.572115136585,133.572115136585,0.600969968237151,91.4246653164223,175.92645826703
"2000","48",133,151,142,114.690143835381,0.606657566154406,71.7547124636726,156.910461380167
"2000","49",133,151,142,120.467640527905,0.602690128668427,78.2303899271399,162.753116953545
"2000","50",25,55,40,97.0379166876518,0.603072906680146,54.9209119744855,139.308232643266
"2000","51",133,151,145.790434353506,145.790434353506,0.603424680731155,103.451005857002,188.347212618475
"2000","52",151,161,156,139.883011550882,0.601162364939979,97.8121246930037,182.291284872147
"2000","53",161,192,165.765692909067,165.765692909067,0.606701372005472,123.370159834859,208.589260443686
"2000","54",161,192,169.939188735495,169.939188735495,0.605480223806201,127.3119032421,212.75532507096
"2000","55",192,NA,192,183.820281039844,0.609381436187457,141.053181101261,226.773942387626
"2000","56",192,NA,192,182.844131523457,0.607433136145108,140.318220357227,225.872698040284
"2000","57",133,151,142,128.604589484889,0.602303541135735,86.1999504996064,170.822951594538
"2000","58",133,151,142,126.109959714763,0.598767522359491,83.9437613842543,168.073386397434
"2000","59",55,104,79.5,110.908605646773,0.60405755996228,68.3313805340808,153.335078537158
"2000","60",55,104,79.5,114.694646276325,0.603036342232071,72.230375454228,157.133501588144
"2000","61",124,133,129.05222595883,129.05222595883,0.601983475146043,86.4641634879159,170.98580043498
"2000","62",161,192,176.5,156.641875611403,0.605665087392529,114.481330208689,199.706937776564
"2000","63",161,192,167.110071925367,167.110071925367,0.605211549162083,124.468900675967,209.537043841579
"2000","64",161,192,176.5,147.420095622621,0.601709362845268,105.208179614752,189.818420059606
"2000","65",192,NA,192,185.550331233305,0.61119328141723,142.720628687125,228.194134935034
"2000","66",192,NA,192,181.897617886297,0.609504360362244,139.091610409404,224.63650517793
"2000","67",133,151,142,127.854215087906,0.603738893815933,85.2904344239077,170.526673878384
"2000","68",133,151,142,122.351050471178,0.604403859963942,79.9940865812914,164.486309650519
"2000","69",55,104,79.5,110.021131551276,0.602118294971602,67.9294537916822,152.482825649937
"2000","70",55,104,79.5,105.186576119478,0.60763715324208,62.3854051871018,147.763816931376
"2000","71",133,151,142,131.459311534671,0.600803875800443,89.7718202635923,173.970482982943
"2000","72",161,192,176.5,147.520811111002,0.603392097241773,105.492166640542,189.837621980776
"2000","73",161,192,176.5,160.533177205063,0.601172633714697,118.448255319968,202.837718287518
"2000","74",161,192,172.537228507638,172.537228507638,0.606244185210801,129.592485093461,215.253645206881
"2000","75",161,192,167.230642075101,167.230642075101,0.603337824488129,124.783612386562,209.751704967911
"2000","76",161,192,169.583630512835,169.583630512835,0.607531654142203,126.802540286838,212.582466452133
"2000","77",133,151,138.348865436661,138.348865436661,0.602649021746063,96.0520787899077,180.501402366234
"2000","78",55,104,79.5,109.102903779467,0.604624871472332,66.5201431714544,151.491562452441
"2000","79",55,104,79.5,120.453343882614,0.605440861331198,77.9768663799854,163.06282602239
"2000","80",55,104,79.5,120.621197347733,0.604842173469487,78.0239848137685,163.160582658028
"2000","501",25,55,40,88.2067382982087,0.603158270176724,45.8796398682375,130.372184607754
"2000","601",25,55,40,84.4647828261574,0.601542957440693,41.838339526701,126.867366728633
"2000","801",55,104,79.5,111.616492550615,0.605694976663224,68.9995467327769,154.243835782188
"2001","1",156,172,164,172.439751021537,0.602441919356845,130.553447160057,214.961969391888
"2001","2",156,172,170.354323187378,170.354323187378,0.603468038951079,128.146041729997,213.002194790642
"2001","3",143,156,149.5,168.145631323916,0.603362051409206,125.631640630534,210.813066606013
"2001","4",143,156,149.5,163.753443281584,0.6044373290854,121.286064923312,206.334288153261
"2001","5",156,172,165.168376201935,165.168376201935,0.605982181151604,122.640356965201,207.80114242509
"2001","6",156,172,163.069786201234,163.069786201234,0.607599890225899,120.686223359421,205.843125525439
"2001","7",129,143,136,144.945393880361,0.600903530409626,102.705782104013,187.149449589257
"2001","8",129,143,142.669898532757,142.669898532757,0.601581266835437,101.132056643063,185.226441762797
"2001","9",129,143,140.350798775562,140.350798775562,0.604528528186132,98.1533616235341,182.409011866635
"2001","10",102,114,108,92.9720877385528,0.603002414137369,50.5627884507972,135.470964088106
"2001","11",156,172,164,175.416213982718,0.603161996965336,133.120601247875,217.805571286597
"2001","12",156,172,170.843634824226,170.843634824226,0.602533979379068,128.28665784482,213.452210087945
"2001","13",156,172,164,181.671210443356,0.606950516285157,139.027070386236,224.573435639513
"2001","14",156,172,169.531980312037,169.531980312037,0.603141286830529,127.155184631464,212.107729088792
"2001","15",156,172,165.364836883402,165.364836883402,0.602571806694331,123.020864877741,207.710456512993
"2001","16",143,156,149.5,156.194386725648,0.604507264998089,113.928813490719,198.876861829798
"2001","17",143,156,147.514396914301,147.514396914301,0.603346782113352,105.082974647066,190.108694787167
"2001","18",114,129,128.581966574841,128.581966574841,0.602952889616435,86.3638184893108,171.117796696495
"2001","19",114,129,122.947798851932,122.947798851932,0.604008239660413,80.414466315814,165.615926603491
"2001","20",102,114,108,97.3221193905961,0.603789108758708,54.8119988844753,139.418680772687
"2001","21",172,NA,176.435440436857,176.435440436857,0.605717978572928,133.892370507992,218.726705494688
"2001","22",156,172,164,173.666572414375,0.604915529170781,130.853526466005,216.26135477449
"2001","23",172,NA,181.860242678928,181.860242678928,0.602816201813188,139.291237121871,223.789170766785
"2001","24",172,NA,181.589362824861,181.589362824861,0.605455639495374,139.370199308285,224.232009882263
"2001","25",156,172,162.821902505317,162.821902505317,0.602183594824488,120.50232115744,205.118083979864
"2001","26",129,143,136,147.928253399678,0.601871738601497,105.357935783672,190.027333488986
"2001","27",143,156,152.485302163044,152.485302163044,0.602259757180033,109.933158589696,194.682000610422
"2001","28",143,156,155.127703427375,155.127703427375,0.60453703174384,112.624266906094,197.5969007228
"2001","29",129,143,136,123.198314501529,0.604539029357024,80.7057006101869,165.622717633134
"2001","30",102,114,103.660967254722,103.660967254722,0.604635671166473,60.9949652338052,146.184740421187
"2001","31",156,172,170.74514095707,170.74514095707,0.606878745583473,127.948463913102,213.556978892183
"2001","32",156,172,164,173.530539226381,0.599292188085469,131.331910499831,215.450320201823
"2001","33",172,NA,180.170020038943,180.170020038943,0.606671397467199,137.981456537699,222.718750794023
"2001","34",172,NA,181.46691305825,181.46691305825,0.606467524572057,138.486141545272,223.72699987529
"2001","35",172,NA,179.941187213561,179.941187213561,0.606801770129591,137.312537831815,222.704366455925
"2001","36",143,156,151.704651543218,151.704651543218,0.603798292326012,109.36203027506,193.979903277221
"2001","37",143,156,152.652239025297,152.652239025297,0.602031348946417,110.289692740013,195.12159871701
"2001","38",156,172,159.594739881984,159.594739881984,0.601702873482192,117.57535469172,201.593749957578
"2001","39",114,129,128.305292660148,128.305292660148,0.601874991960378,86.1585173026504,170.450123751548
"2001","40",114,129,121.5,104.484955153756,0.60063303997771,62.5556214300397,146.735503759075
"2001","41",156,172,171.321058361595,171.321058361595,0.606072012942817,129.443823534209,214.188385512018
"2001","42",156,172,164,174.984303347459,0.604318191351,132.820660126551,217.385840260312
"2001","43",172,NA,184.659244993103,184.659244993103,0.604746142665564,141.882630192694,227.299268664105
"2001","44",172,NA,186.471755968964,186.471755968964,0.602546264593411,144.096332928137,228.566981865039
"2001","45",172,NA,190.471250386141,190.471250386141,0.608015162795141,147.910123885673,233.723222546043
"2001","46",156,172,164,177.56772631039,0.601399819916292,135.483701761254,219.711040676665
"2001","47",143,156,152.614661618978,152.614661618978,0.603798935171652,109.817402975079,194.80506682989
"2001","48",114,129,121.5,134.025268905837,0.602533372124721,91.7102495833891,176.201456110215
"2001","49",129,143,139.339625789371,139.339625789371,0.603130025896371,97.0497580147681,181.737245073459
"2001","50",114,129,115.946651515714,115.946651515714,0.60199634325027,73.5881938126431,158.386446256229
"2001","51",156,172,164.955423322782,164.955423322782,0.603506653224416,122.436056815089,207.168835391355
"2001","52",143,156,149.5,158.822287166758,0.602126115116796,116.216502592935,201.195839878011
"2001","53",172,NA,184.945441002594,184.945441002594,0.603792698307872,142.510957038418,227.112754837077
"2001","54",172,NA,189.141812186483,189.141812186483,0.608485725252781,146.479391757524,231.686939445878
"2001","55",172,NA,202.917786940583,202.917786940583,0.609326286206037,160.358747266645,245.929702445769
"2001","56",172,NA,201.931445701752,201.931445701752,0.606274961415531,159.482787971859,244.346680410491
"2001","57",129,143,136,148.104268961903,0.6009638838618,105.978032913461,190.006551766701
"2001","58",129,143,136,145.410989013106,0.601555563913658,103.365901067134,187.617268130197
"2001","59",114,129,121.5,130.136283592361,0.601885606948958,87.5775827253662,171.96773487533
"2001","60",129,143,133.902778038887,133.902778038887,0.602046569045206,91.6032860097705,176.098146658297
"2001","61",143,156,148.039413005763,148.039413005763,0.60247273109456,105.541765717582,190.31041132919
"2001","62",156,172,164,175.909201020656,0.602283453338683,133.701748895125,218.359821024249
"2001","63",172,NA,186.275153714526,186.275153714526,0.604177580596284,143.724915475285,228.770346542645
"2001","64",156,172,166.492086557563,166.492086557563,0.602955728508945,123.796087930628,208.989115853467
"2001","65",172,NA,204.60879480936,204.60879480936,0.608680795098045,162.137075165573,247.442392792115
"2001","66",172,NA,200.950781029106,200.950781029106,0.611070924807433,157.798357386405,243.972275687503
"2001","67",129,143,136,147.123274562008,0.603697310598069,104.632338624383,189.415020677189
"2001","68",129,143,141.457596583509,141.457596583509,0.603602241665918,98.8032218798741,183.688873814853
"2001","69",129,143,129.267678432273,129.267678432273,0.601941595195368,86.469519111376,171.492449349429
"2001","70",114,129,124.552316875152,124.552316875152,0.602592424913174,82.5524780223811,166.920432613287
"2001","71",129,143,136,150.60749450455,0.604507814603859,107.804748286458,193.125178903641
"2001","72",156,172,166.651911780022,166.651911780022,0.607829417427566,123.4622229111,209.278829416416
"2001","73",156,172,164,179.596590255269,0.605953529943682,136.966809169714,222.547248405138
"2001","74",172,NA,191.631473115555,191.631473115555,0.605723961780487,148.698507943794,234.305141771158
"2001","75",172,NA,186.348182538994,186.348182538994,0.606861565830228,144.060062220605,228.91854678638
"2001","76",172,NA,188.940519215093,188.940519215093,0.605344167334609,146.525395598333,231.579177046223
"2001","77",143,156,149.5,157.520727833584,0.603778801904384,115.277865031064,199.767314395978
"2001","78",114,129,128.371026471789,128.371026471789,0.602531519038469,86.1511614055244,170.890942212578
"2001","79",129,143,139.642414195085,139.642414195085,0.599630343601251,97.4769223124803,181.798765868126
"2001","80",129,143,139.759049328502,139.759049328502,0.600782755076687,97.3747172852516,182.260097623043
"2001","101",102,114,108,86.4019050497298,0.603804429440417,43.8652754123806,128.816324017455
"2001","201",102,114,108,88.2778488702758,0.604924132299118,45.6902282419717,130.904542330431
"2001","301",102,114,102.936845109241,102.936845109241,0.603323062134018,60.6606412693529,145.380749177034
"2001","401",102,114,103.270877689534,103.270877689534,0.605407112620332,60.6479553041651,145.65977455456
"2001","501",114,129,121.5,107.435976869011,0.601046705866404,65.4530367769708,149.840885491676
"2001","601",114,129,121.5,103.514799695058,0.603648652004121,60.9239328882479,145.901484021393
"2001","701",114,129,121.5,103.590919740528,0.599407273234451,61.4582160162759,145.946000765416
"2001","801",129,143,130.636243143455,130.636243143455,0.605917565166209,87.7625128046005,173.043702733
"2002","1",148,162,155,138.107119132163,0.606909067311565,95.3235352899926,180.833715859596
"2002","2",84,99,91.5,136.496742938313,0.603034796803627,94.2245877254055,178.858513615589
"2002","3",84,99,91.5,134.345226469837,0.605335275790555,91.8900533298319,176.767284097829
"2002","4",84,99,91.5,129.633005300894,0.600751444251834,87.8666169858275,171.967389460461
"2002","5",84,99,91.5,130.924895556959,0.600950913464255,88.5694721453892,173.169255501698
"2002","6",84,99,91.5,129.021973145468,0.604177722362938,86.7467754213233,171.85398589095
"2002","7",122,135,128.5,110.919490979882,0.602432679235947,68.6936938845551,153.36198271344
"2002","8",84,99,91.5,108.607321739047,0.603699712901113,66.2190474832827,150.850283692905
"2002","9",84,99,91.5,106.326066557519,0.604600796318643,63.9868182907024,148.626313832576
"2002","10",84,99,91.5,58.8063178551947,0.606799043743812,16.298447303445,101.291018977597
"2002","11",148,162,155,141.087929102474,0.606481654769852,98.6940388507481,183.696621350102
"2002","12",84,99,91.5,136.868542070377,0.603233093011029,94.7485576334456,179.52448119228
"2002","13",148,162,155,147.48022081018,0.605009789189178,105.409648620006,190.27003722239
"2002","14",84,99,91.5,135.263378737762,0.608051506276546,92.9514988376684,178.182305610058
"2002","15",99,122,110.5,131.246952891947,0.604877790483035,88.5036766230415,173.723456696621
"2002","16",84,99,91.5,121.845926612708,0.603179102823537,79.9795058764009,164.246189520883
"2002","17",122,135,128.5,113.369782968201,0.603269456343399,71.0739798001757,156.560392401744
"2002","18",84,99,94.4137002304954,94.4137002304954,0.603155658464853,51.8910109120959,136.393259533448
"2002","19",84,99,88.6220646391735,88.6220646391735,0.601681410826854,46.4826104171264,131.042404253544
"2002","20",84,99,91.5,63.2651259393993,0.604435754597135,20.7013538744066,105.68575243277
"2002","21",122,135,128.5,142.039678032387,0.601222299737847,99.6802161892268,183.973575043935
"2002","22",122,135,128.5,139.486641852517,0.604572657435928,96.8375860555215,182.049004752373
"2002","23",148,162,148.053547014781,148.053547014781,0.60154002241214,105.688627473009,190.114147979352
"2002","24",148,162,155,147.134827868072,0.608054616172655,104.201569695911,189.864682311526
"2002","25",84,99,91.5,128.173279969989,0.598641974372131,85.9126756736413,170.400875574758
"2002","26",84,99,91.5,113.538396096168,0.605467039834091,71.0479139112563,156.125279671179
"2002","27",148,162,155,118.331852276911,0.602349909022842,76.44007156983,161.129066529182
"2002","28",135,148,141.5,121.145127327524,0.604020230320658,78.4612230450634,163.271409348216
"2002","29",84,99,89.1361138307551,89.1361138307551,0.60298582999179,46.6211078913908,131.628116380249
"2002","30",84,99,91.5,69.5398957394888,0.599237183358468,27.4454077772442,111.771071910948
"2002","31",84,99,91.5,136.670066753695,0.603445696371202,94.2756883028013,179.041200008745
"2002","32",99,122,110.5,139.210226868325,0.604557544548196,96.6018409323083,181.536942586059
"2002","33",135,148,145.955142458021,145.955142458021,0.601150863617266,103.736881417176,188.216132989103
"2002","34",148,162,155,147.291182655586,0.603113161034871,104.90721345766,189.584977123288
"2002","35",148,162,155,145.597471245844,0.604868573826008,102.946276959053,188.205480039139
"2002","36",84,99,91.5,117.681037422095,0.600953442021373,75.2722334630211,159.504832123424
"2002","37",148,162,155,118.48099534088,0.601091891240146,76.2154039182908,160.741294276753
"2002","38",162,NA,162,125.584020203267,0.607102164701913,83.0012094804456,168.160049847283
"2002","39",84,99,94.1883137892563,94.1883137892563,0.597967168004016,52.1754623178765,136.148553435937
"2002","40",84,99,91.5,70.441646574106,0.605004644233534,27.9851285494722,113.035861719974
"2002","41",84,99,91.5,137.315461178486,0.601705801800388,94.8229215903366,179.529417825198
"2002","42",122,135,128.5,140.729094415702,0.600759429387832,98.4432097865773,183.225973474422
"2002","43",148,162,150.532917627642,150.532917627642,0.604765923444095,108.048933866283,192.816401706543
"2002","44",148,162,152.17774883883,152.17774883883,0.603267733962387,109.906535712514,194.306435075095
"2002","45",148,162,156.263756274059,156.263756274059,0.603514593378561,114.02568817687,199.160190274168
"2002","46",148,162,155,143.433077082295,0.603697184073252,100.942532147945,185.637265023669
"2002","47",122,135,128.5,118.539936602597,0.601287625055204,76.2934655402115,160.938729094489
"2002","48",84,99,91.5,99.7193480538801,0.606404149764508,57.047568747201,142.154295003344
"2002","49",84,99,91.5,105.15130547218,0.602340359939057,62.8164093691591,147.423186888584
"2002","50",84,99,91.5,81.931191229333,0.604894155089557,39.4616476450539,124.422224988515
"2002","51",148,162,155,130.831881633555,0.602249841118165,88.5555316779685,173.028461780547
"2002","52",84,99,91.5,124.772113783969,0.600901984669807,82.2079681922097,166.798194399717
"2002","53",148,162,150.473042641278,150.473042641278,0.602440208549834,108.445625480623,193.196138746978
"2002","54",148,162,154.800103098571,154.800103098571,0.600802326854941,112.343387565282,197.10186869616
"2002","55",162,NA,168.734116605889,168.734116605889,0.607545237098322,126.077778844968,211.623000821444
"2002","56",162,NA,167.878199111977,167.878199111977,0.610179198911193,124.725385979913,210.586226768201
"2002","57",84,99,91.5,113.690502046088,0.603050295920346,71.3033079265602,156.012709605766
"2002","58",84,99,91.5,110.907280291672,0.601916896099485,68.3431765913932,153.335006842149
"2002","59",84,99,96.1374694365981,96.1374694365981,0.602733103351728,53.8294628269319,138.585883894207
"2002","60",84,99,91.5,99.8335861838137,0.603632575863625,57.5346658347889,142.116540766015
"2002","61",148,162,155,113.782381178387,0.606567288928807,71.06547665539,156.545457946271
"2002","62",148,162,155,141.515840113171,0.600062079115298,99.5381218620192,183.731001031249
"2002","63",148,162,152.195988054118,152.195988054118,0.606506761494812,109.34475590526,194.737578369691
"2002","64",122,135,132.315743260013,132.315743260013,0.602220155295682,89.8535140471033,174.710548404644
"2002","65",162,NA,170.404964736332,170.404964736332,0.611367899271277,127.255643825686,213.665719522638
"2002","66",162,NA,166.763131127757,166.763131127757,0.604072344268988,124.470282804634,208.922587655528
"2002","67",84,99,91.5,112.86997405184,0.605603412353627,69.8102282742738,155.188034845652
"2002","68",84,99,91.5,107.087452063652,0.603327627776671,64.5966565242471,149.617038062551
"2002","69",84,99,95.0779654528933,95.0779654528933,0.600714679136811,53.0948285765853,137.856075827338
"2002","70",84,99,90.40148334461,90.40148334461,0.607208250111618,47.7669769757216,133.296864104131
"2002","71",148,162,155,116.460632932193,0.604636742928591,74.1510164984037,159.07735045196
"2002","72",148,162,155,132.536439194801,0.601023241851192,90.1179412008734,174.82613204683
"2002","73",148,162,155,145.256509108157,0.600911779550723,102.830874797947,187.613910629458
"2002","74",148,162,157.600100733414,157.600100733414,0.60421552398948,114.894236422524,200.019100827878
"2002","75",148,162,152.188925693621,152.188925693621,0.60840013966958,109.392186693201,194.610865985703
"2002","76",148,162,154.783736597542,154.783736597542,0.603943148014946,112.471791602418,197.268277014861
"2002","77",84,99,91.5,123.177795590126,0.601408002145435,81.3100374866146,165.480474180323
"2002","78",84,99,94.1150018099882,94.1150018099882,0.600863709247193,52.1153768852214,136.542522980971
"2002","79",84,99,91.5,105.479612426914,0.605274937442599,62.836620099877,147.998757170017
"2002","80",84,99,91.5,105.470162951882,0.601675950752574,63.1807657747324,147.943446349674
"2002","101",84,99,91.5,52.4077655403686,0.602273919093026,10.4847897263084,94.7084655503245
"2002","201",84,99,91.5,54.2661170160874,0.603390002273231,11.5949465061815,96.5375911330811
"2002","301",84,99,91.5,68.5885727143557,0.604264863901159,26.2427826365383,110.786527850155
"2002","401",84,99,91.5,69.0500512849343,0.605220835333533,26.42140427427,111.872827226733
"2002","501",84,99,91.5,73.2693953725858,0.603776171279594,30.9438285478169,115.730528103428
"2002","601",84,99,91.5,69.5428496767078,0.601830178044292,26.9108320935341,111.61303202165
"2002","701",84,99,91.5,69.5664123001722,0.603559691787985,27.4896846550359,112.414601943902
"2002","801",84,99,96.6238736596368,96.6238736596368,0.603481100059159,54.1247182792281,139.370158803022
"2003","1",174,NA,174,173.217167379337,0.605360388302802,130.578706978525,215.899973893344
"2003","2",174,NA,174,171.229066247472,0.606425874294679,128.494116124544,213.669416720933
"2003","3",174,NA,174,169.198947572869,0.603062315235031,126.650371361451,211.343555879866
"2003","4",160,174,164.424262993093,164.424262993093,0.602690255032876,121.811330845022,206.888407821722
"2003","5",160,174,165.862652162082,165.862652162082,0.60335511304584,123.553452363157,208.445461985095
"2003","6",160,174,164.064727882379,164.064727882379,0.602556038741125,121.607169113002,206.4904653713
"2003","7",141,160,145.955645400289,145.955645400289,0.603215121134142,103.292738790788,188.215927103746
"2003","8",141,160,143.395544360952,143.395544360952,0.603646216664626,100.944616389903,185.8659988256
"2003","9",141,160,141.020382848661,141.020382848661,0.604680697583506,98.9930839571337,183.34081077454
"2003","10",58,72,65,93.5049005029239,0.602624878350608,51.3472467676019,135.717616477034
"2003","11",174,NA,176.117927580546,176.117927580546,0.602879338698803,134.220406937872,218.824004131633
"2003","12",174,NA,174,171.666833263047,0.604726528845628,129.201122876344,214.528965174017
"2003","13",174,NA,182.190249350592,182.190249350592,0.607006242835658,139.514360467089,225.048616129432
"2003","14",160,174,170.297781862663,170.297781862663,0.605476613791593,127.68218532057,212.70057863694
"2003","15",160,174,166.164485853394,166.164485853394,0.603579925169747,123.482202393014,208.537411498203
"2003","16",141,160,156.760523099144,156.760523099144,0.6070294602499,113.946899861257,199.482621653205
"2003","17",141,160,148.117318227871,148.117318227871,0.59968861470862,105.968258833151,190.1267448568
"2003","18",98,141,129.340259361309,129.340259361309,0.604207764796045,86.7699808752368,171.561378745409
"2003","19",98,141,123.496111112235,123.496111112235,0.600478736231554,81.2278827543435,165.562104510482
"2003","20",58,72,65,98.2800386138599,0.605292923507233,55.190619958838,140.639971891458
"2003","21",174,NA,177.115807637277,177.115807637277,0.609125132032727,134.265336766426,219.698107459725
"2003","22",174,NA,174.715171898342,174.715171898342,0.603763417707361,132.185841102527,217.40860769301
"2003","23",174,NA,182.704374145884,182.704374145884,0.60532711532645,140.035133763085,225.063485397074
"2003","24",174,NA,182.391538127826,182.391538127826,0.607387950565976,139.817213657671,224.79478352638
"2003","25",160,174,163.373718103972,163.373718103972,0.605542946831967,120.916400690337,205.940769263336
"2003","26",141,160,148.503510013173,148.503510013173,0.602454464201397,106.066033114578,191.098038397444
"2003","27",141,160,153.220862300223,153.220862300223,0.604138575842418,110.735393817856,195.915634361747
"2003","28",141,160,155.905286663748,155.905286663748,0.604386807664352,113.500894429037,198.315670616576
"2003","29",98,141,123.942960414584,123.942960414584,0.598131900950572,81.6049260897546,165.931015263593
"2003","30",58,72,65,104.315770142619,0.605048248906992,61.8428906375489,146.811775593978
"2003","31",174,NA,174,171.657632088429,0.600913845659014,129.467043229035,213.717097628909
"2003","32",174,NA,174.148074691581,174.148074691581,0.608422613642802,131.090921795548,216.459122722154
"2003","33",174,NA,180.752215214232,180.752215214232,0.605648740657237,138.070203473151,223.304412522377
"2003","34",174,NA,182.101669160228,182.101669160228,0.606905651155156,139.216806624387,224.586838388395
"2003","35",174,NA,180.595618825245,180.595618825245,0.601697501628394,138.497065536327,222.616057930771
"2003","36",141,160,152.339312300145,152.339312300145,0.601903827301261,110.00930411667,194.82556569321
"2003","37",141,160,153.382974640424,153.382974640424,0.60362924795791,111.116706135094,195.705880483022
"2003","38",160,174,160.487556536121,160.487556536121,0.60126364976923,118.057442911576,202.940714064333
"2003","39",98,141,129.159659402419,129.159659402419,0.602603799491613,86.7144867660877,171.339955121775
"2003","40",58,72,65,105.335794348194,0.601112421001436,63.086019698767,147.520242267704
"2003","41",174,NA,174,172.226826605315,0.598505793621249,129.933431003071,213.903141210735
"2003","42",174,NA,175.463529624832,175.463529624832,0.603438108702123,132.756111268695,218.244597066473
"2003","43",174,NA,185.569900315421,185.569900315421,0.601618234007456,143.979882470705,228.236535073064
"2003","44",174,NA,187.385769693123,187.385769693123,0.60698358291366,144.933877163606,229.980887271055
"2003","45",174,NA,191.044615735241,191.044615735241,0.604748010125045,148.843128434725,233.62611136186
"2003","46",174,NA,178.199049957603,178.199049957603,0.604790225538013,135.357557818516,220.541199316822
"2003","47",141,160,153.536908882121,153.536908882121,0.604127760593739,110.963141518955,195.919627193685
"2003","48",98,141,134.439997788979,134.439997788979,0.603836847162265,91.4889080238554,176.913063983274
"2003","49",141,160,150.5,140.04768407445,0.606338018529757,97.4452808156265,182.654677892207
"2003","50",58,72,65,116.88138829533,0.601658671862342,74.5679132458384,158.802222765424
"2003","51",174,NA,174,165.535912866368,0.604528766920849,122.946654651769,208.043044446439
"2003","52",174,NA,174,159.711180716165,0.603072854855282,117.09393397762,202.09337164367
"2003","53",174,NA,185.569208418863,185.569208418863,0.602912679379793,143.091062648318,227.936574589635
"2003","54",174,NA,189.844527510292,189.844527510292,0.60477168069917,147.439010335246,232.204749936073
"2003","55",174,NA,203.775863976181,203.775863976181,0.606217960022584,161.572609701267,246.370316208444
"2003","56",174,NA,202.74396191883,202.74396191883,0.6127291485092,159.571114422726,245.61863000908
"2003","57",141,160,148.510589096836,148.510589096836,0.599921168583953,106.462167269566,190.398781729501
"2003","58",141,160,146.189705635156,146.189705635156,0.601675867002017,104.188086280002,188.741478572757
"2003","59",58,72,65,131.089039415274,0.605452943625898,88.52519460325,174.194044476887
"2003","60",141,160,150.5,134.889180803459,0.605353587817591,92.3065708783661,177.526848147952
"2003","61",160,174,167,148.835628333833,0.604778423449566,106.295839642594,191.080643179372
"2003","62",174,NA,176.547035306111,176.547035306111,0.60535009917668,134.036305870469,219.476402156743
"2003","63",174,NA,186.883393884763,186.883393884763,0.6077686656223,144.013280250712,229.635494559059
"2003","64",174,NA,174,167.114679675406,0.603389276716195,124.387723636977,209.506756433712
"2003","65",174,NA,205.383800871827,205.383800871827,0.610639149503722,162.143589849636,248.183143112937
"2003","66",174,NA,201.796210280212,201.796210280212,0.609742707462786,158.800437780672,244.417762538093
"2003","67",141,160,147.688331017552,147.688331017552,0.606004479991917,105.273986784057,190.292902665583
"2003","68",141,160,142.418689454165,142.418689454165,0.605089912327664,99.3241510115266,184.395731901763
"2003","69",98,141,130.167702888985,130.167702888985,0.605744170803795,87.403283827652,172.523156555246
"2003","70",98,141,125.116080365326,125.116080365326,0.598711631909676,83.1289518705927,167.210226938697
"2003","71",141,160,151.380117728897,151.380117728897,0.60656117473355,108.791478767657,193.740410953219
"2003","72",174,NA,174,167.374574332893,0.603099137561822,124.917163802234,209.916964970954
