"EXPT","TRTCODE","DEFINITION","TRT_CODE_STD","TRT_CODES_LUMPED","YEAR","SPP","PLOT","Raw_Abund","Tot_hits","Rel_Abund","Community_type","EXPT_START","USE_IN_ANALYSIS_X","USE_IN_ANALYSIS_Y"
"Saddle","X","Control plots","X","X","2010","RANADO","34",1,61,0.0163934426229508,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","34",34,61,0.557377049180328,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","34",34,61,0.557377049180328,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","34",5,61,0.0819672131147541,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","34",5,61,0.0819672131147541,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","35",3,70,0.0428571428571429,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","35",3,70,0.0428571428571429,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARPYR","35",23,70,0.328571428571429,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARPYR","35",23,70,0.328571428571429,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","35",2,70,0.0285714285714286,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","35",2,70,0.0285714285714286,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","35",4,70,0.0571428571428571,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","35",4,70,0.0571428571428571,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","35",5,70,0.0714285714285714,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","35",5,70,0.0714285714285714,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","35",2,70,0.0285714285714286,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","35",2,70,0.0285714285714286,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","35",31,70,0.442857142857143,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","35",31,70,0.442857142857143,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","36",17,91,0.186813186813187,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","36",17,91,0.186813186813187,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALLEP","36",1,91,0.010989010989011,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALLEP","36",1,91,0.010989010989011,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","36",51,91,0.56043956043956,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","36",51,91,0.56043956043956,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","36",2,91,0.021978021978022,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","36",2,91,0.021978021978022,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","36",11,91,0.120879120879121,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","36",11,91,0.120879120879121,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","36",9,91,0.0989010989010989,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","36",9,91,0.0989010989010989,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","38",58,99,0.585858585858586,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","38",58,99,0.585858585858586,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","38",2,99,0.0202020202020202,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","38",2,99,0.0202020202020202,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","38",30,99,0.303030303030303,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","38",30,99,0.303030303030303,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","38",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","38",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","38",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","38",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","38",7,99,0.0707070707070707,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","38",7,99,0.0707070707070707,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALPUR","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALPUR","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","39",3,93,0.032258064516129,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","39",3,93,0.032258064516129,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERINAN","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERINAN","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","39",11,93,0.118279569892473,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","39",11,93,0.118279569892473,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","39",68,93,0.731182795698925,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","39",68,93,0.731182795698925,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","39",2,93,0.021505376344086,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","39",2,93,0.021505376344086,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","39",1,93,0.010752688172043,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","39",2,93,0.021505376344086,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","39",2,93,0.021505376344086,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TETACA","39",2,93,0.021505376344086,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TETACA","39",2,93,0.021505376344086,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALPUR","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALPUR","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","40",13,96,0.135416666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","40",13,96,0.135416666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","40",7,96,0.0729166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","40",7,96,0.0729166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","40",63,96,0.65625,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","40",63,96,0.65625,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LLOSER","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LLOSER","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","40",2,96,0.0208333333333333,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","40",2,96,0.0208333333333333,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","40",4,96,0.0416666666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","40",4,96,0.0416666666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","40",2,96,0.0208333333333333,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","40",2,96,0.0208333333333333,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TETACA","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TETACA","40",1,96,0.0104166666666667,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","43",13,69,0.188405797101449,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","43",13,69,0.188405797101449,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","43",34,69,0.492753623188406,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","43",34,69,0.492753623188406,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","43",4,69,0.0579710144927536,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","43",4,69,0.0579710144927536,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LUZSPI","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LUZSPI","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POAARC","43",4,69,0.0579710144927536,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POAARC","43",4,69,0.0579710144927536,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","RANADO","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","RANADO","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","43",1,69,0.0144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","43",10,69,0.144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","43",10,69,0.144927536231884,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","44",69,100,0.69,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","44",69,100,0.69,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","44",4,100,0.04,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","44",4,100,0.04,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","44",2,100,0.02,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","44",2,100,0.02,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","44",25,100,0.25,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","44",25,100,0.25,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","45",2,54,0.037037037037037,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","45",2,54,0.037037037037037,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARPYR","45",3,54,0.0555555555555556,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARPYR","45",3,54,0.0555555555555556,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","45",4,54,0.0740740740740741,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","45",4,54,0.0740740740740741,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","45",2,54,0.037037037037037,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","45",2,54,0.037037037037037,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POAARC","45",1,54,0.0185185185185185,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POAARC","45",1,54,0.0185185185185185,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","RANADO","45",1,54,0.0185185185185185,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","RANADO","45",1,54,0.0185185185185185,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","45",21,54,0.388888888888889,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","45",21,54,0.388888888888889,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","45",20,54,0.37037037037037,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","45",20,54,0.37037037037037,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","46",67,106,0.632075471698113,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","46",67,106,0.632075471698113,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","46",23,106,0.216981132075472,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","46",23,106,0.216981132075472,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","46",1,106,0.00943396226415094,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SIBPRO","46",1,106,0.00943396226415094,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","46",15,106,0.141509433962264,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","46",15,106,0.141509433962264,"SB","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","47",7,82,0.0853658536585366,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","47",7,82,0.0853658536585366,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALLEP","47",22,82,0.268292682926829,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALLEP","47",22,82,0.268292682926829,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","47",5,82,0.0609756097560976,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","47",5,82,0.0609756097560976,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","47",9,82,0.109756097560976,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","47",9,82,0.109756097560976,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","47",5,82,0.0609756097560976,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","47",5,82,0.0609756097560976,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GENAMA","47",1,82,0.0121951219512195,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GENAMA","47",1,82,0.0121951219512195,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","47",15,82,0.182926829268293,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","47",15,82,0.182926829268293,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","47",2,82,0.024390243902439,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","47",2,82,0.024390243902439,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SALPET","47",14,82,0.170731707317073,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SALPET","47",14,82,0.170731707317073,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","47",2,82,0.024390243902439,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","47",2,82,0.024390243902439,"WM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","48",1,113,0.00884955752212389,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","48",1,113,0.00884955752212389,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALPUR","48",2,113,0.0176991150442478,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALPUR","48",2,113,0.0176991150442478,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","48",3,113,0.0265486725663717,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","48",3,113,0.0265486725663717,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","48",2,113,0.0176991150442478,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","48",2,113,0.0176991150442478,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","48",16,113,0.141592920353982,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","48",16,113,0.141592920353982,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","48",74,113,0.654867256637168,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","48",74,113,0.654867256637168,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LLOSER","48",4,113,0.0353982300884956,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LLOSER","48",4,113,0.0353982300884956,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","48",8,113,0.0707964601769911,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","48",8,113,0.0707964601769911,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","48",1,113,0.00884955752212389,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","48",1,113,0.00884955752212389,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","48",2,113,0.0176991150442478,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","48",2,113,0.0176991150442478,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","49",13,86,0.151162790697674,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","49",13,86,0.151162790697674,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","49",7,86,0.0813953488372093,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","49",7,86,0.0813953488372093,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","49",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","49",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","49",7,86,0.0813953488372093,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","49",7,86,0.0813953488372093,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","49",4,86,0.0465116279069767,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","49",4,86,0.0465116279069767,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","49",33,86,0.383720930232558,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","49",33,86,0.383720930232558,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","49",5,86,0.0581395348837209,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","49",5,86,0.0581395348837209,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LLOSER","49",5,86,0.0581395348837209,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LLOSER","49",5,86,0.0581395348837209,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","49",3,86,0.0348837209302326,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","49",3,86,0.0348837209302326,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","49",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLVIV","49",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SALGLA","49",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SALGLA","49",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","49",3,86,0.0348837209302326,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","49",3,86,0.0348837209302326,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","49",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","49",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","AREFEN","50",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","AREFEN","50",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","50",11,86,0.127906976744186,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CARRUP","50",11,86,0.127906976744186,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","50",4,86,0.0465116279069767,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","50",4,86,0.0465116279069767,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","50",63,86,0.732558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","KOBMYO","50",63,86,0.732558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","50",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","OREALP","50",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","50",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","50",1,86,0.0116279069767442,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","50",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","50",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TETACA","50",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TETACA","50",2,86,0.0232558139534884,"DM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","AREFEN","51",3,41,0.0731707317073171,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","AREFEN","51",3,41,0.0731707317073171,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","51",13,41,0.317073170731707,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ERISIM","51",13,41,0.317073170731707,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","51",12,41,0.292682926829268,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","51",12,41,0.292682926829268,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","51",4,41,0.0975609756097561,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","51",4,41,0.0975609756097561,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LUZSPI","51",5,41,0.121951219512195,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LUZSPI","51",5,41,0.121951219512195,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SEDLAN","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","SELDEN","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","51",1,41,0.024390243902439,"FF","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","52",4,116,0.0344827586206897,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","52",4,116,0.0344827586206897,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALLEP","52",12,116,0.103448275862069,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CALLEP","52",12,116,0.103448275862069,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","52",10,116,0.0862068965517241,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","DESCES","52",10,116,0.0862068965517241,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","52",68,116,0.586206896551724,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","52",68,116,0.586206896551724,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","MERLAN","52",3,116,0.0258620689655172,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","MERLAN","52",3,116,0.0258620689655172,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","52",8,116,0.0689655172413793,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","52",8,116,0.0689655172413793,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","RHOINT","52",10,116,0.0862068965517241,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","RHOINT","52",10,116,0.0862068965517241,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","52",1,116,0.00862068965517241,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","TRIPAR","52",1,116,0.00862068965517241,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","53",4,99,0.0404040404040404,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","ARTSCO","53",4,99,0.0404040404040404,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CASOCC","53",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","CASOCC","53",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","53",10,99,0.101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","FESBRA","53",10,99,0.101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","53",55,99,0.555555555555556,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","GEUROS","53",55,99,0.555555555555556,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LUZSPI","53",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","LUZSPI","53",1,99,0.0101010101010101,"MM","1989"," "," "
"Saddle","X","Control plots","X","X","2010","POLBIS","53",2,99,0.0202020202020202,"MM","1989"," "," "
